SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
CNF411B,2017-05-09,250,0,Paddy's River (Galiuro Firescape),Broadcast,"U.S. Forest Service, Coronado, Safford",32.60555268315549,-110.25805993652341,Incomplete
PNF0509P,2017-05-09,50,50,East Side Piles,Pile,"U.S. Forest Service, Prescott, Verde",34.68662545740655,-112.11938960573775,Complete
PNF0337P,2017-05-09,26,26,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.462208388657345,-112.44413535690308,Complete
AZS1601P,2017-05-10,50,7,Northern District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northern District",35.22876544695014,-112.17421799871886,Complete
TNF0401P,2017-05-10,3,3,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.25111658768673,-111.20027026367188,Complete
PNF0509P,2017-05-10,50,0,East Side Piles,Pile,"U.S. Forest Service, Prescott, Verde",34.667729952835494,-112.15336137809231,Incomplete
COF0703P,2017-05-10,2,2,Bly Pit,Pile,"U.S. Forest Service, Coconino, Mogollon",34.674,-111.118,Complete
PNF0337P,2017-05-10,25,2,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.49494956473104,-112.45368402099609,Complete
CNF411B,2017-05-11,500,0,Paddy's River (Galiuro Firescape),Broadcast,"U.S. Forest Service, Coronado, Safford",32.61869868721054,-110.255,Incomplete
CNF411B,2017-05-12,500,0,Paddy's River (Galiuro Firescape),Broadcast,"U.S. Forest Service, Coronado, Safford",32.602371082043035,-110.2529455871582,Incomplete
CNF411B,2017-05-13,500,10,Paddy's River (Galiuro Firescape),Broadcast,"U.S. Forest Service, Coronado, Safford",32.62748209538524,-110.25002182006835,Complete
CNF411B,2017-05-14,500,0,Paddy's River (Galiuro Firescape),Broadcast,"U.S. Forest Service, Coronado, Safford",32.61973561417322,-110.24924119567868,Incomplete
CNF411B,2017-05-15,500,0,Paddy's River (Galiuro Firescape),Broadcast,"U.S. Forest Service, Coronado, Safford",32.61442162884923,-110.25578469848631,Incomplete
CNF411B,2017-05-16,200,0,Paddy's River (Galiuro Firescape),Broadcast,"U.S. Forest Service, Coronado, Safford",32.604226843860594,-110.25817980957032,Incomplete
ASF0701B,2017-05-21,10,10,Marsh Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.22426641148503,-110.01213354492188,Complete
ASF0773B,2017-05-22,1000,0,Lakeside East Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.193814515610384,-109.88899346043729,Incomplete
KNF0435B,2017-05-23,474,262,Flying J,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.95600535084738,-112.15236921691894,Complete
A2S221B,2017-05-24,2,2,Lavender Rx,Broadcast,"Arizona Department of Forestry and Fire Management, NA, Northeast District",34.49739163495088,-109.59724121093751,Complete
KNF0438B,2017-05-24,600,0,Reed,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.94229773892604,-112.02671951293945,Incomplete
KNF0435B,2017-05-28,207,207,Flying J,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.946,-112.154,Complete
KNF0435B,2017-05-29,207,0,Flying J,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.946,-112.154,Incomplete
KNF0438B,2017-05-31,59,59,Reed,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.977,-112.065,Complete
KNF0438B,2017-06-01,575,178,Reed,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.977,-112.065,Complete
KNF0438B,2017-06-02,575,397,Reed,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.977,-112.065,Complete
KNF0352B,2017-06-02,1200,15,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.768315723804534,-112.20598003898931,Complete
GCP0132B,2017-06-03,350,0,Long Jim ( I; II; and III),Broadcast,"National Park Service, NA, Grand Canyon Park",36.04022392691301,-112.09285278320311,Incomplete
KNF0352B,2017-06-03,1200,1200,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.77218795435884,-112.2069482116699,Complete
GCP0132B,2017-06-04,1600,85,Long Jim ( I; II; and III),Broadcast,"National Park Service, NA, Grand Canyon Park",36.04244479321247,-112.10109252929686,Complete
KNF0352B,2017-06-04,1200,1200,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.770194112486735,-112.22171109008787,Complete
GCP0132B,2017-06-05,1600,148,Long Jim ( I; II; and III),Broadcast,"National Park Service, NA, Grand Canyon Park",36.03966870055092,-112.09628601074218,Complete
KNF0352B,2017-06-05,1200,1200,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.78332501367943,-112.25329678344724,Complete
GCP0132B,2017-06-06,1600,493,Long Jim ( I; II; and III),Broadcast,"National Park Service, NA, Grand Canyon Park",36.043,-112.07470000000001,Complete
AZBARFY17RXB1,2017-06-06,2321,2321,Round Hill1,NA,"U.S. Fish & Wildlife Service, Buenos Aires, Buenos Aires",31.610003619993215,-111.5085189819336,Complete
KNF0352B,2017-06-06,150,149,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.77727545382105,-112.25449841308586,Complete
GCP0132B,2017-06-07,1100,0,Long Jim ( I; II; and III),Broadcast,"National Park Service, NA, Grand Canyon Park",36.043,-112.07470000000001,Incomplete
AZBARFY17RXB2,2017-06-07,934,934,Compartidero 1,NA,"U.S. Fish & Wildlife Service, Buenos Aires, Buenos Aires",31.5409018530257,-111.510750579834,Complete
PNF1601B,2017-07-08,3300,0,Agua Fria Grassland Restoration,Broadcast,"U.S. Forest Service, Prescott, Verde",34.38658821760591,-111.99310011442003,Incomplete
PNF1601B,2017-07-09,500,0,Agua Fria Grassland Restoration,Broadcast,"U.S. Forest Service, Prescott, Verde",34.403559431495424,-111.99421618442796,Incomplete
PNF1601B,2017-07-10,300,0,Agua Fria Grassland Restoration,Broadcast,"U.S. Forest Service, Prescott, Verde",34.38517330390449,-111.99888536549918,Incomplete
KNF0128P,2017-07-19,1,1,North Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.265676230402505,-111.97147156359165,Complete
KNF0319P,2017-07-19,5,0,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.602246369336406,-112.24430783081056,Incomplete
TNF0401P,2017-07-20,4,4,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.25111658768673,-111.20027026367188,Complete
ASF0772P,2017-07-20,5,5,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.16661563606609,-109.72979330708176,Complete
PNF0337P,2017-07-22,52,41,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.49328716748586,-112.44261186218262,Complete
PNF0337P,2017-07-23,52,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.493853093673145,-112.443041015625,Incomplete
PNF0337P,2017-07-23,45,10,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.573256856880604,-112.53479402160644,Complete
ASF0772P,2017-07-24,30,15,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.24410358452117,-109.74102169933167,Complete
PNF0337P,2017-07-24,52,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.49533863164061,-112.44381349182129,Incomplete
PNF0337P,2017-07-24,45,10,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.57092461178748,-112.52775590515137,Complete
TNF0611P,2017-07-25,2,0,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",33.63892224069802,-111.08304095996169,Incomplete
PNF0509P,2017-07-25,20,10,East Side Piles,Pile,"U.S. Forest Service, Prescott, Verde",34.687225368657145,-112.11904626464843,Complete
ASF0772P,2017-07-25,30,1,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.244378877161346,-109.74003116792437,Complete
PNF0337P,2017-07-25,35,8,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.564492930319616,-112.53882806396484,Complete
CNF0112P,2017-07-25,2,2,Douglas Piles (Rustler Park),Pile,"U.S. Forest Service, Coronado, Douglas",31.905,-109.279,Complete
ASF0772P,2017-07-26,30,1,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.24477621158636,-109.74036421236951,Complete
TNF0408P,2017-07-26,57,15,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.37337687756846,-111.10313676065948,Complete
PNF0337P,2017-07-26,72,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.48313521418074,-112.47192304229736,Incomplete
PNF0337P,2017-07-26,20,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.54081157520582,-112.54723947143555,Incomplete
ASF0772P,2017-07-27,15,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.24464992065887,-109.74013936257825,Incomplete
TNF0408P,2017-07-27,50,25,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.370203066215474,-111.10725659179684,Complete
PNF0337P,2017-07-27,15,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.47843023146015,-112.47394006347656,Incomplete
TNF0611P,2017-07-27,2,2,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",33.63869354800725,-111.08334995882211,Complete
ASF0215P,2017-07-28,1,1,Scattered Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.39054662809349,-110.55947052525823,Complete
ASF0772P,2017-07-30,15,2,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.24488830691357,-109.74025263876092,Complete
XXH1501P,2017-07-31,5,2,Fort Huachuca Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.528503203944453,-110.37737854003905,Complete
ASF0772P,2017-07-31,15,2,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.24446685629003,-109.73959002836045,Complete
TNF0408P,2017-07-31,40,40,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.37360357007186,-111.10382336425772,Complete
XXH1501P,2017-08-01,5,3,Fort Huachuca Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.527917919123976,-110.37875183105467,Complete
ASF0772P,2017-08-01,10,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.24409934058164,-109.74025604390908,Incomplete
ASF0135P,2017-08-01,5,5,Alpine Burn Pit,Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.784,-109.08159999999998,Complete
TNF0408P,2017-08-01,10,0,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.368927841680524,-111.18278759765622,Incomplete
XXH1706B,2017-08-02,5,3,Fortwide RX,Broadcast,"Department of Defense, NA, Ft Huachuca",31.529295173167068,-110.37670556640626,Complete
ASF0772P,2017-08-02,10,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.24490676138013,-109.74039167357978,Incomplete
XXH1501P,2017-08-03,5,3,Fort Huachuca Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.53260009498533,-110.37669189453123,Complete
ASF0212P,2017-08-04,10,7,Hilltop Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.439,-110.61700000000002,Complete
ASF0772P,2017-08-05,10,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.244282392758194,-109.74025261780616,Incomplete
ASF0772P,2017-08-06,10,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.19343416944894,-109.88637276048212,Incomplete
XXH1706B,2017-08-07,5,0,Fortwide RX,Broadcast,"Department of Defense, NA, Ft Huachuca",31.520515590197693,-110.38219873046876,Incomplete
XXH1706B,2017-08-08,5,0,Fortwide RX,Broadcast,"Department of Defense, NA, Ft Huachuca",31.5412676056046,-110.34122161865236,Incomplete
ASF0772P,2017-08-11,10,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.244373204158656,-109.74016335053739,Incomplete
ASF0772P,2017-08-12,10,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.243913447159514,-109.74025265971568,Incomplete
ASF0772P,2017-08-13,10,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.24465134540068,-109.74025261780616,Incomplete
XXH1501P,2017-08-14,5,2,Fort Huachuca Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.52206486919518,-110.38081176757811,Complete
ASF0772P,2017-08-14,10,1,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.244282392758194,-109.74069208098945,Complete
XXH1501P,2017-08-17,5,3,Fort Huachuca Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.52616204265578,-110.3801251220703,Complete
ASF0772P,2017-08-21,20,20,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.12179201497658,-109.82761110196725,Complete
ASF0772P,2017-08-22,20,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.19343416944894,-109.88637276048212,Incomplete
ASF0772P,2017-08-24,50,50,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.11236679686183,-109.84768519428462,Complete
ASF140P,2017-08-29,1,0,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.921,-109.11700000000002,Incomplete
TNF0401P,2017-08-30,1,1,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.07509780862714,-110.97066040039061,Complete
ASF140P,2017-09-18,20,20,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.75349954033152,-109.35309746032715,Complete
LAP6010B,2017-09-20,1000,36,Andrus 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.235,-113.37239699999998,Complete
LAP6010B,2017-09-21,1000,5,Andrus 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.235,-113.37239699999998,Complete
LAP6010B,2017-09-22,1000,250,Andrus 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.235,-113.37239699999998,Complete
LAP6010B,2017-09-23,1000,100,Andrus 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.235,-113.37239699999998,Complete
LAP6008B,2017-09-24,70,60,Green Springs 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.1,-113.47000000000003,Complete
LAP6008B,2017-09-25,70,10,Green Springs 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.1,-113.47000000000003,Complete
LAP6009B,2017-09-26,40,40,Pine Valley East 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.113,-113.43,Complete
LAP6009B,2017-09-27,40,40,Pine Valley East 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.113,-113.43,Complete
COF0703P,2017-09-27,2,2,Bly Pit,Pile,"U.S. Forest Service, Coconino, Mogollon",34.674,-111.118,Complete
KNF167B,2017-09-28,121,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.29420952222288,-112.06548239135742,Incomplete
KNF167B,2017-09-29,121,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.29210785503585,-112.06616903686523,Incomplete
KNF167B,2017-09-30,121,121,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.290986943556604,-112.06496740722656,Complete
KNF167B,2017-10-01,652,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.303246069278,-112.08127523803711,Incomplete
KNF167B,2017-10-02,554,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.281808897048876,-112.06522489929199,Incomplete
PNF1104B,2017-10-03,500,300,West Zone Crush,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.50079803291614,-112.44584381103516,Complete
LAP6009B,2017-10-04,500,500,Pine Valley East 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.113,-113.43,Complete
KNF167B,2017-10-04,652,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.30205526421532,-112.08127523803711,Incomplete
PNF1104B,2017-10-04,200,200,West Zone Crush,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.4916727648554,-112.43940650939942,Complete
COF0732B,2017-10-04,700,500,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.53369799897841,-111.14318329276517,Complete
COF803B,2017-10-04,620,620,Newman,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.02163644419031,-111.59744952392577,Complete
ASF140P,2017-10-04,10,10,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.86226743414272,-109.20505893967766,Complete
LAP6009B,2017-10-05,500,500,Pine Valley East 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.113,-113.43,Complete
COF0732B,2017-10-05,550,175,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.53865898577183,-111.14842230653693,Complete
KNF167B,2017-10-05,652,652,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.29140728718028,-112.07578207397461,Complete
LAP6009B,2017-10-06,100,0,Pine Valley East 2017,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.113,-113.43,Incomplete
KNF167B,2017-10-06,705,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.29238808048037,-112.08694006347656,Incomplete
PNF1104B,2017-10-06,205,205,West Zone Crush,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.53856177239081,-112.39142715454102,Complete
KNF167B,2017-10-08,563,563,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.28664326496947,-112.06857229614258,Complete
KNF167B,2017-10-09,705,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.29561060336403,-112.08505178833008,Incomplete
COF804B,2017-10-10,500,0,Bar M,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.85370402659334,-111.50151178083291,Incomplete
ASF0773B,2017-10-10,900,0,Lakeside East Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.139,-109.82780000000002,Incomplete
KNF167B,2017-10-10,633,482,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.29687917011855,-112.09407360839845,Complete
ASF206B,2017-10-10,1000,0,Rim Lakes Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.37485800066888,-110.96314196777342,Incomplete
KNF167B,2017-10-11,705,705,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.295330389076085,-112.0805885925293,Complete
KNF167B,2017-10-12,1068,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.29252819283882,-112.12333227539062,Incomplete
KNF167B,2017-10-13,1068,633,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.28307218711959,-112.08907775878907,Complete
KNF167B,2017-10-15,1068,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.28307218711959,-112.08907775878907,Incomplete
KNF167B,2017-10-16,882,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.284681527279616,-112.12401892089844,Incomplete
ASF0205B,2017-10-16,1000,950,Little Springs RX,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.3309928401077,-110.82101516723634,Complete
ASF0630B,2017-10-16,1469,1000,Mineral Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.172,-109.60000000000002,Complete
KNF0438B,2017-10-16,417,160,Reed,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.968733978108986,-112.03607505798323,Complete
KNF167B,2017-10-17,1081,1080,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.34927949022364,-112.06344165039064,Complete
COF0732B,2017-10-17,650,525,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.47473601337812,-111.11207824916579,Complete
KNF0349B,2017-10-17,100,45,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.37846656588064,-112.14326853942873,Complete
ASF0630B,2017-10-17,1469,469,Mineral Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.172,-109.60000000000002,Complete
KNF0438B,2017-10-17,417,200,Reed,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.977,-112.065,Complete
COF804B,2017-10-17,750,750,Bar M,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.854658231716705,-111.51633632201703,Complete
ASF141B,2017-10-18,500,30,Nutrioso 2,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.9,-109.25599999999997,Complete
PNF1701B,2017-10-18,484,484,Mingus Maintenance,Broadcast,"U.S. Forest Service, Prescott, Verde",34.66897064074259,-112.14817202377321,Complete
KNF167B,2017-10-18,1268,650,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.325027704011276,-112.06222082519531,Complete
KNF0349B,2017-10-18,1500,175,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.376531637478216,-112.14695925903322,Complete
KNF0438B,2017-10-18,373,0,Reed,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.977,-112.065,Incomplete
COF0732B,2017-10-18,700,600,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.46443320968409,-111.16357665177435,Complete
ASF0205B,2017-10-18,800,430,Little Springs RX,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.3309928401077,-110.82101516723634,Complete
COF804B,2017-10-18,750,750,Bar M,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.854658231716705,-111.51633632201703,Complete
ASF141B,2017-10-19,500,33,Nutrioso 2,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.9,-109.2559,Complete
KNF167B,2017-10-19,1114,1114,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.28412102206649,-112.10273291015625,Complete
KNF0349B,2017-10-19,1500,0,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.368169429139506,-112.16395373535153,Incomplete
ASF0773B,2017-10-19,1000,0,Lakeside East Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.1359165616914,-109.82395491478826,Incomplete
COF0732B,2017-10-19,700,325,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.510616113757685,-111.17030575889163,Complete
COF804B,2017-10-19,750,750,Bar M,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.854658231716705,-111.51633632201703,Complete
KNF167B,2017-10-20,1605,820,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.2936490829754,-112.12607885742187,Complete
KNF0349B,2017-10-20,750,0,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.354,-112.17700000000002,Incomplete
KNF0349B,2017-10-21,1000,500,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.354,-112.17700000000002,Complete
KNF0349B,2017-10-22,1000,1000,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.354,-112.17700000000002,Complete
ASF141B,2017-10-23,500,300,Nutrioso 2,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.87462416157037,-109.24779993740657,Complete
KNF0349B,2017-10-23,1000,1000,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.354,-112.17700000000002,Complete
COF0732B,2017-10-23,325,300,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.484245184392925,-111.17964416294359,Complete
GCP0245B,2017-10-24,1200,1000,North Rim Slopes Rx,Broadcast,"National Park Service, NA, Grand Canyon Park",36.321,-112.13130000000001,Complete
ASF141B,2017-10-24,300,300,Nutrioso 2,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.89595529787881,-109.24739532470704,Complete
KNF0169B,2017-10-24,1030,0,Sunflower,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.16840692901726,-112.10422869873048,Incomplete
KNF167B,2017-10-24,618,618,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.33903208668585,-112.07269216918945,Complete
KNF0349B,2017-10-24,1000,1000,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.354,-112.17700000000002,Complete
COF735B,2017-10-24,1200,375,SAWMILL,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.79790629759548,-111.36494142301382,Complete
KNF167B,2017-10-25,1484,1484,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.32444217820205,-112.05096958160402,Complete
KNF0349B,2017-10-25,175,1175,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.354,-112.17700000000002,Complete
COF803B,2017-10-25,650,1200,Newman,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.95483388505231,-111.61049578857421,Complete
KNF167B,2017-10-26,769,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.26772452811765,-112.12899710083008,Incomplete
ASF0205B,2017-10-26,250,221,Little Springs RX,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.3309928401077,-110.82101516723634,Complete
COF803B,2017-10-26,650,600,Newman,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.9511757505676,-111.61461566162109,Complete
ASF140P,2017-10-31,100,100,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.81178979052703,-109.18325880918837,Complete
ASF0205B,2017-10-31,200,125,Little Springs RX,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.3309928401077,-110.82101516723634,Complete
KNF167B,2017-10-31,769,769,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.270667732985785,-112.1329453125,Complete
GCP0245B,2017-11-01,250,25,North Rim Slopes Rx,Broadcast,"National Park Service, NA, Grand Canyon Park",36.28281723044953,-112.10834069824216,Complete
ASF140P,2017-11-01,100,100,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.811660178802775,-109.18334037820296,Complete
KNF0352B,2017-11-01,2800,1000,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.766,-112.20330000000001,Complete
COF735B,2017-11-01,700,500,SAWMILL,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.81649227156784,-111.37310241908767,Complete
ASF0205B,2017-11-01,150,100,Little Springs RX,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.3309928401077,-110.82101516723634,Complete
KNF0169B,2017-11-01,1030,1030,Sunflower,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.12738013945035,-112.06229858398439,Complete
NAP16P,2017-11-02,5,5,Navajo NM Piles Rx,Pile,"National Park Service, NA, Navajo Monument",36.68669030774877,-110.54197959899903,Complete
GCP0246B,2017-11-02,250,120,High Severity Edge Rx,Broadcast,"National Park Service, NA, Grand Canyon Park",36.22644141503558,-111.98487930297853,Complete
