SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
PNF0337P,2016-04-28,5,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.15951756185064,-112.30200405346602,Incomplete
KNF0319P,2016-04-28,100,32,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.73137682130321,-112.21153123664857,Complete
PNF0337P,2016-04-29,5,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.160653936804316,-112.30145472448692,Incomplete
KNF0319P,2016-04-29,75,16,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.724867400010005,-112.21152050781251,Complete
PNF0337P,2016-05-01,60,12,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.45366279157833,-112.50470178956073,Complete
TNF0611P,2016-05-01,6,6,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",33.761,-111.23399999999998,Complete
KNF0319P,2016-05-01,25,25,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.735452452774666,-112.21288306999207,Complete
COF740B,2016-05-02,460,0,Clints,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.6056910690131,-111.31514244079591,Incomplete
KNF0319P,2016-05-02,25,4,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.73387897512572,-112.21244318771363,Complete
ADOT1111aB,2016-05-03,1,0,Tumbleweed burning on I-15,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.91526275496166,-113.87715454101561,Incomplete
COF740B,2016-05-09,460,425,Clints,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.59488160104382,-111.32896118164064,Complete
COF740B,2016-05-10,700,575,Clints,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.58414139020429,-111.27557449340821,Complete
ASF0773B,2016-05-10,1100,410,Lakeside East Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.19869024911733,-109.69780389404298,Complete
COF0250B,2016-05-16,350,350,Munds Park,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.93347639797585,-111.6291284033004,Complete
GCP0243B,2016-05-19,41,41,Village,Broadcast,"National Park Service, NA, Grand Canyon Park",36.054909837537316,-112.12922050781253,Complete
TNF0401P,2016-05-19,3,3,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.259345901028254,-111.19494876098634,Complete
TNF0402B,2016-05-19,1,1,Lion,Broadcast,"U.S. Forest Service, NA, Payson",34.297263941004246,-111.12225830459596,Complete
COF0703P,2016-05-19,1,1,Bly Pit,Pile,"U.S. Forest Service, Coconino, Mogollon",34.67456469691109,-111.11731335449218,Complete
TNF0611P,2016-05-22,1,1,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",0,0,Complete
KNF0130B,2016-05-23,700,100,Kendrick,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.42428211574229,-111.90917166137694,Complete
COF0605P,2016-05-24,2,2,Red Rock Piles,Pile,"U.S. Forest Service, Coconino, Red Rock",34.68313835093937,-111.73321356253558,Complete
KNF0130B,2016-05-25,1000,468,Kendrick,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.431859641078894,-111.90505993652346,Complete
KNF0437B,2016-05-27,167,167,Russell,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.84396633690727,-111.8630709838867,Complete
KNF0437B,2016-05-28,262,262,Russell,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.85645417714126,-111.89607288360594,Complete
ASF0773B,2016-06-03,600,13,Lakeside East Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.20557599770662,-109.70921937561036,Complete
AZBAR1602B,2016-06-07,764,NA,2016 Airport,Broadcast,"U.S. Fish & Wildlife Service, Buenos Aires, Buenos Aires",NA,NA,Unknown
AZBAR1603B,2016-06-08,697,NA,2016 Headquarters Mormon,Broadcast,"U.S. Fish & Wildlife Service, Buenos Aires, Buenos Aires",NA,NA,Unknown
GCP0148B,2016-06-09,994,NA,Shoshone,Broadcast,"National Park Service, NA, Grand Canyon Park",NA,NA,Unknown
PNF1501B,2016-07-05,2300,NA,Orme Triangle,Broadcast,"U.S. Forest Service, Prescott, Verde",NA,NA,Unknown
PNF1501B,2016-07-06,1000,NA,Orme Triangle,Broadcast,"U.S. Forest Service, Prescott, Verde",NA,NA,Unknown
ASF0135P,2016-07-26,5,NA,Alpine Burn Pit,Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",NA,NA,Unknown
CNF0112P,2016-07-26,2,2,Douglas Piles (Rustler Park),Pile,"U.S. Forest Service, Coronado, Douglas",31.905,-109.279,Complete
CNF0112P,2016-07-28,2,2,Douglas Piles (Rustler Park),Pile,"U.S. Forest Service, Coronado, Douglas",31.905,-109.279,Complete
PNF0337P,2016-07-30,15,NA,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",NA,NA,Unknown
PNF0337P,2016-08-01,5,NA,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",NA,NA,Unknown
PNF0337P,2016-08-02,10,10,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.52408918702731,-112.39295880889892,Complete
GCP0303P,2016-08-03,5,5,South Rim Piles,Pile,"National Park Service, NA, Grand Canyon Park",36.038,-112.11900000000003,Complete
PNF0337P,2016-08-03,10,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.52394775716241,-112.39274423217773,Complete
PNF0337P,2016-08-03,15,3,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53960965510609,-112.40742127990723,Complete
CNF0531P,2016-08-03,10,5,Spencer Bigelow Piles,Pile,"U.S. Forest Service, Coronado, Santa Catalina",32.419,-110.73829999999998,Complete
TNF0401P,2016-08-04,5,4,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.25111658768673,-111.20027026367188,Complete
PNF0337P,2016-08-04,15,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53907939072143,-112.41072576141357,Complete
TNF0531B,2016-08-05,40,0,Chamberlain,Broadcast,"U.S. Forest Service, NA, Payson",34.290155378647306,-110.94509660339355,Incomplete
TNF0531B,2016-08-05,40,40,Chamberlain,Broadcast,"U.S. Forest Service, NA, Payson",34.290155378647306,-110.94509660339355,Complete
PNF0337P,2016-08-05,15,15,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.52746223194984,-112.41832177734375,Complete
TNF0531P,2016-08-05,40,40,Chamberlain,Pile,"U.S. Forest Service, NA, Payson",34.28653874317477,-110.92286645507812,Complete
PNF0337P,2016-08-06,15,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.528423900434305,-112.41598720514355,Complete
TNF0407P,2016-08-06,63,0,Christopher/Hunter,Pile,"U.S. Forest Service, NA, Payson",34.28749996950476,-110.94529180908205,Incomplete
CNF0531P,2016-08-08,10,5,Spencer Bigelow Piles,Pile,"U.S. Forest Service, Coronado, Santa Catalina",32.419,-110.73829999999998,Complete
TNF0407P,2016-08-08,63,63,Christopher/Hunter,Pile,"U.S. Forest Service, NA, Payson",34.28756437478091,-110.94554547119134,Complete
TNF0408P,2016-08-09,172,123,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.37679141706253,-111.17789524841305,Complete
CNF0531P,2016-08-09,10,10,Spencer Bigelow Piles,Pile,"U.S. Forest Service, Coronado, Santa Catalina",32.419,-110.73829999999998,Complete
TNF0408P,2016-08-12,90,0,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.37728729346712,-111.10749262619015,Incomplete
TNF0611P,2016-08-12,2,2,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",33.761,-111.23399999999998,Complete
XXH1501P,2016-08-16,5,1,Fort Huachuca Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.46,-110.32999999999998,Complete
PNF0337P,2016-08-18,15,6,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53108260463703,-112.41255395403039,Complete
PNF0337P,2016-08-19,15,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.536852243420576,-112.41118064729869,Complete
PNF0337P,2016-08-20,15,3,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53699365136984,-112.41248529052734,Complete
PNF0337P,2016-08-21,15,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53897333743917,-112.41214196777344,Complete
PNF0337P,2016-08-22,15,7,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.5395389533833,-112.41197030639648,Complete
ASF140P,2016-08-22,1,1,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.83940243911118,-109.1220234620223,Complete
PNF0337P,2016-08-23,15,15,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.527,-112.423,Complete
PNF0337P,2016-08-24,5,2,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53918544386862,-112.41008203125,Complete
ASF140P,2016-08-25,50,50,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.573,-109.41719999999998,Complete
TNF0408P,2016-08-26,20,20,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.375799655445256,-111.22046726989743,Complete
TNF534,2016-08-30,170,4,Buzzard Roost,NA,"U.S. Forest Service, NA, Pleasant Valley",33.918328310498296,-111.0580229949951,Complete
TNF0408P,2016-08-31,35,0,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.34696259569746,-111.14845532226559,Incomplete
COF0703P,2016-09-01,2,2,Bly Pit,Pile,"U.S. Forest Service, Coconino, Mogollon",34.674,-111.118,Complete
KNF0319P,2016-09-01,25,1,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.70816977279659,-112.22290122222898,Complete
LAP6004B,2016-09-10,316,316,Sawmill Boundary Rx,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.135,-113.51499999999999,Complete
LAP7002B,2016-09-12,212,212,Ambush Rx,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.075,-113.45499999999998,Complete
KNF0350B,2016-09-13,1000,0,Dry Park 422E Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.43843846076055,-112.21929031929744,Incomplete
LAP6006B,2016-09-14,300,200,Twin 2 Rx,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.071,-113.52600000000001,Complete
PNF1130B,2016-09-14,25,22,Ponderosa,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.46699106883619,-112.48978841018675,Complete
KNF0350B,2016-09-14,1000,0,Dry Park 422E Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.43989264845536,-112.22028338623045,Incomplete
KNF0354B,2016-09-14,914,40,Moquitch 4 Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.647,-112.22800000000001,Complete
LAP6006B,2016-09-15,500,200,Twin 2 Rx,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.071,-113.52600000000001,Complete
KNF0354B,2016-09-15,875,874,Moquitch 4 Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.647,-112.22800000000001,Complete
KNF0350B,2016-09-15,1200,300,Dry Park 422E Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.43806420785366,-112.2201117248535,Complete
LAP6006B,2016-09-16,500,280,Twin 2 Rx,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.071,-113.52600000000001,Complete
KNF0352B,2016-09-16,500,0,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.745885699694185,-112.18119900512693,Incomplete
KNF0350B,2016-09-16,500,500,Dry Park 422E Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.442,-112.22199999999998,Complete
KNF0352B,2016-09-17,500,500,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.743444118041666,-112.19270031738279,Complete
KNF0350B,2016-09-17,325,319,Dry Park 422E Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.442,-112.22199999999998,Complete
KNF0352B,2016-09-18,1325,814,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.762699553484595,-112.18652050781247,Complete
FFD1605B,2016-09-19,33,33,Airport,Broadcast,"Municipal Fire Departments, NA, Flagstaff Fire Department",35.13692661133676,-111.67245559692384,Complete
KNF0352B,2016-09-19,150,132,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.767650169991384,-112.19270031738279,Complete
PNF0337P,2016-09-20,15,4,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.52519938240787,-112.43123069403134,Complete
PNF0337P,2016-09-20,5,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.46691073144879,-112.4878789379485,Complete
KNF0352B,2016-09-20,350,0,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.766,-112.20330000000001,Incomplete
KNF0128P,2016-09-20,85,85,North Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.30605001659549,-111.97028808593751,Complete
KNF0352B,2016-09-21,300,0,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.766,-112.20330000000001,Incomplete
PNF0337P,2016-09-21,15,15,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.51068764078379,-112.44973580932617,Complete
KNF0319P,2016-09-22,100,100,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.7080707460071,-112.22457569918782,Complete
KNF0319P,2016-09-22,70,15,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.36789562953655,-112.22736396547128,Complete
KNF0319P,2016-09-23,100,39,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.70663464447188,-112.22456677246095,Complete
KNF0319P,2016-09-23,35,0,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.37155543187746,-112.18233807373048,Incomplete
GCP0303P,2016-09-26,5,0,South Rim Piles,Pile,"National Park Service, NA, Grand Canyon Park",36.03929551548026,-112.12454232788087,Incomplete
PNF338B,2016-09-26,200,151,CrooksKendall,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.466892639058464,-112.49569042759202,Complete
KNF0352B,2016-09-27,368,368,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.737625276798184,-112.18204188930986,Complete
XXH1501P,2016-09-28,1,2,Fort Huachuca Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.52425980589838,-110.38132675170897,Complete
GCP0303P,2016-09-28,5,5,South Rim Piles,Pile,"National Park Service, NA, Grand Canyon Park",36.038809686899654,-112.12359819030763,Complete
GCP0303P,2016-09-29,10,10,South Rim Piles,Pile,"National Park Service, NA, Grand Canyon Park",35.97,-112.14570000000003,Complete
GCP0303P,2016-09-30,10,8,South Rim Piles,Pile,"National Park Service, NA, Grand Canyon Park",36.04446593395415,-112.12870511627199,Complete
PNF1130B,2016-10-04,200,98,Ponderosa,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.472061105876215,-112.48511495434491,Complete
LAP3001B,2016-10-05,140,140,Yellow John East Rx,Broadcast,"National Park Service, NA, Grand Canyon Parashant (Mohave County)",36.147,-113.45299999999997,Complete
PNF338B,2016-10-05,200,149,CrooksKendall,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.462943951095795,-112.47831829414889,Complete
PNF338B,2016-10-06,200,87,CrooksKendall,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.45784858563923,-112.48662670898437,Complete
KNF0352B,2016-10-06,1952,1952,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.78799865846319,-112.20209705424213,Complete
KNF0352B,2016-10-07,1000,0,Jacob Ryan North Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.789992725258294,-112.20191680665312,Incomplete
PNF338B,2016-10-07,460,460,CrooksKendall,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.46012583043365,-112.48849927309203,Complete
FFD1604B,2016-10-08,75,50,Observatory Mesa,Broadcast,"Municipal Fire Departments, NA, Flagstaff Fire Department",35.2158526513686,-111.69520072937013,Complete
FFD1602B,2016-10-10,35,30,Naval,Broadcast,"Municipal Fire Departments, NA, Flagstaff Fire Department",35.184221281312986,-111.73974685668946,Complete
KNF0162B,2016-10-10,839,0,McCraken,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.17770417035817,-112.15838696289063,Incomplete
PNF1701B,2016-10-11,690,500,Mingus Maintenance,Broadcast,"U.S. Forest Service, Prescott, Verde",34.63595483496248,-112.14931335449216,Complete
COF0732B,2016-10-11,1000,325,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.44641436673555,-111.11736541748047,Complete
KNF0162B,2016-10-11,844,0,McCraken,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.17770417035817,-112.15838696289063,Incomplete
KNF0350B,2016-10-11,107,0,Dry Park 422E Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.442,-112.22199999999998,Incomplete
COF0248B,2016-10-11,375,0,East Side Project Broadcast,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.163,-111.63099999999997,Incomplete
FFD1606B,2016-10-12,29,29,Rogers Lake,Broadcast,"Municipal Fire Departments, NA, Flagstaff Fire Department",35.128784102567984,-111.74781494140626,Complete
PNF1701B,2016-10-12,412,350,Mingus Maintenance,Broadcast,"U.S. Forest Service, Prescott, Verde",34.661053410417274,-112.15485394077564,Complete
PNF338B,2016-10-12,240,237,CrooksKendall,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.440012370834424,-112.45675762415584,Complete
KNF0350B,2016-10-12,107,107,Dry Park 422E Rx,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.442,-112.22199999999998,Complete
COF0732B,2016-10-12,1000,975,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.44273368643076,-111.13187080383301,Complete
ASF0204B,2016-10-12,850,403,Nagel,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.47656896939313,-110.94708698662276,Complete
COF0248B,2016-10-12,375,0,East Side Project Broadcast,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.163,-111.63099999999997,Incomplete
PNF1702B,2016-10-13,200,163,Maripai,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.46807284772289,-112.44579007914291,Complete
COF0732B,2016-10-13,1000,775,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.4730944484613,-111.13418823242188,Complete
KNF0162B,2016-10-13,839,839,McCraken,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.16396776887532,-112.14787197875978,Complete
ASF0204B,2016-10-13,410,410,Nagel,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.4748849791236,-110.94355075073241,Complete
PNF1702B,2016-10-14,200,174,Maripai,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.46807284772289,-112.44579007914291,Complete
KNF0162B,2016-10-14,844,844,McCraken,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.157091091648525,-112.16151905822755,Complete
KNF0162B,2016-10-15,849,849,McCraken,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.1341412383017,-112.15748501586916,Complete
KNF167B,2016-10-16,2333,0,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.28307218711959,-112.08907775878907,Incomplete
KNF167B,2016-10-17,1844,1844,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.27052758279763,-112.0124390258789,Complete
PNF1702B,2016-10-18,150,142,Maripai,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.46807284772289,-112.44579007914291,Complete
COF0527B,2016-10-18,300,300,Kachina,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.11464603584905,-111.70759849044492,Complete
COF0732B,2016-10-18,700,600,East Clear Creek,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.450094884867475,-111.15015274047852,Complete
KNF0349B,2016-10-18,500,50,Tipover,Broadcast,"U.S. Forest Service, Kaibab, North Kaibab",36.36949707342483,-112.1420360119995,Complete
KNF167B,2016-10-18,2500,2333,Green Base,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.27683410121733,-112.07458044433594,Complete
TNF0611P,2016-10-18,5,5,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",33.761,-111.23399999999998,Complete
COF0214B,2016-10-18,2000,2000,Pete,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.42,-111.67560000000003,Complete
