Ignition Date,Agency,Office,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Burned,Location
12/4/2021,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,2000,2000,(34.17231895953558; -110.812150390625)
12/4/2021,U.S. Forest Service,Kaibab,North Kaibab,KNF0357B,KPERP FY22-23,3000,1519,(36.67514656188575; -112.1735205078125)
12/5/2021,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,2000,100,(34.18140803096052; -110.87944165039063)
12/5/2021,U.S. Forest Service,Kaibab,North Kaibab,KNF0357B,KPERP FY22-23,500,0,(36.67197989355121; -112.1738638305664)
12/6/2021,Arizona Department of Forestry and Fire Management,,Central District,A4S1902B,Camp LoMia Broadcast,50,35,(34.416464043742536; -111.44324474334718)
12/6/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,208,100,(35.977; -112.065)
12/6/2021,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,2000,0,(34.17913585488847; -110.8883680419922)
12/6/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF802B,Flagstaff WUI,266,266,(35.12539505987093; -111.62571561431884)
12/7/2021,Arizona Department of Forestry and Fire Management,,Central District,A4S1902B,Camp LoMia Broadcast,25,25,(34.416464043742536; -111.44324474334718)
12/7/2021,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0701B,Marsh Broadcast,25,25,(34.293; -110.037)
12/7/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,3,(34.508742646251214; -112.50707070922851)
12/8/2021,Arizona Department of Forestry and Fire Management,,Central District,A4S1902B,Camp LoMia Broadcast,15,15,(34.416464043742536; -111.44324474334718)
12/8/2021,Arizona Snowbowl,Arizona Snowbowl,Arizona Snowbowl,AZSNO2101P,Snowbowl Machine Piles,1,0,(35.32670882040607; -111.70147206878661)
12/8/2021,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,29,0,(35.19669478832353; -112.20614929199219)
12/8/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,3,(34.508990193531; -112.51273553466797)
12/9/2021,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,400,400,(35.12336194862538; -111.814381439209)
12/9/2021,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,400,400,(35.12336194862538; -111.814381439209)
12/9/2021,Arizona Snowbowl,Arizona Snowbowl,Arizona Snowbowl,AZSNO2101P,Snowbowl Machine Piles,5,5,(35.33021172995469; -111.70069389343263)
12/9/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,80,80,(35.2158526513686; -111.69520072937013)
12/9/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,53,0,(35.07125400591711; -111.68116441345217)
12/9/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,20,20,(35.35592628023619; -111.95858451843262)
12/9/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,0,(34.456093822866535; -112.37451000976563)
12/9/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,150,9,(34.49569232725575; -112.48320977783203)
12/9/2021,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,10,10,(35.137756698601564; -112.1405746459961)
12/9/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,73,40,(35.281968216081786; -111.72227731323244)
12/10/2021,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,400,400,(35.13501468417587; -111.85403521728517)
12/10/2021,Arizona Snowbowl,Arizona Snowbowl,Arizona Snowbowl,AZSNO2101P,Snowbowl Machine Piles,2,0,(35.33021172995469; -111.70069389343263)
12/10/2021,Department of Defense,Camp Navajo,Camp Navajo,XXA014AP,Land Nav. N Piles - Camp Navajo,185,25,(35.245; -111.904)
12/10/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1608P,Misc,10,2,(35.23351405243111; -111.53925659179687)
12/10/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,9,9,(35.40442254203671; -111.91094848632812)
12/10/2021,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,10,10,(35.26073862954422; -111.93257781982422)
12/10/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,53,0,(35.071; -111.68116441345217)
12/10/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,150,7,(34.48989152970573; -112.48286645507812)
12/10/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,0,(34.4546536302653; -112.37643640136719)
12/10/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,33,2,(35.28792346087301; -111.7234591217041)
12/11/2021,Department of Defense,Camp Navajo,Camp Navajo,XXA014AP,Land Nav. N Piles - Camp Navajo,185,8,(35.245; -111.904)
12/12/2021,Department of Defense,Camp Navajo,Camp Navajo,XXA014AP,Land Nav. N Piles - Camp Navajo,185,0,(35.245; -111.904)
12/13/2021,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,400,400,(35.12631038867952; -111.84922869873049)
12/13/2021,Department of Defense,Camp Navajo,Camp Navajo,XXA014AP,Land Nav. N Piles - Camp Navajo,185,0,(35.245; -111.904)
12/13/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.45; -110.755)
12/13/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.45; -110.755)
12/13/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.45; -110.755)
12/13/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.45; -110.755)
12/13/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.45; -110.755)
12/13/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.45; -110.755)
12/13/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.45; -110.755)
12/13/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.45; -110.755)
12/13/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,4,0,(34.97189934240286; -111.69051995849611)
12/13/2021,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,5,5,(32.70480005485691; -109.90976840209962)
12/13/2021,U.S. Forest Service,Coconino,Mogollon ,COF738P,Misc Piles Mogollon Rim,5,5,(34.48241118056211; -111.28698370361329)
12/13/2021,U.S. Forest Service,,Globe,TNF203P,Globe Piles,5,5,(33.660891918859605; -110.56088909912113)
12/13/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.53303413799936; -112.53779809570312)
12/13/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0425P,Tusayan Piles,76,75,(35.88103857896839; -111.88523822021484)
12/13/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0425P,Tusayan Piles,286,286,(35.93915525524437; -112.07423739624024)
12/13/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0425P,Tusayan Piles,82,82,(35.92928677222339; -112.12865405273438)
12/13/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0425P,Tusayan Piles,8,1,(35.969725829533125; -112.13826708984375)
12/13/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,10,0,(35.06405335995399; -111.50392404174806)
12/14/2021,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,400,400,(35.109039435943586; -111.83292086791994)
12/14/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,53,0,(35.0734667597493; -111.6817652282715)
12/14/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,10,0,(35.286942696516526; -111.7245947418213)
12/14/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0425P,Tusayan Piles,80,23,(35.935263606243396; -112.11560778808594)
12/14/2021,U.S. Forest Service,Kaibab,Tusayan,KNF0425P,Tusayan Piles,10,0,(35.96653036875455; -112.15594821166992)
12/14/2021,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,30,28,(32.666549484018155; -109.86955672454835)
12/14/2021,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.40408906521929; -110.71977972412108)
12/14/2021,U.S. Forest Service,Coconino,Mogollon ,COF738P,Misc Piles Mogollon Rim,2,2,(34.541; -111.324)
12/14/2021,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,0,(34.533458380581685; -112.5254384765625)
12/15/2021,Municipal Fire Departments,,Flagstaff Fire Department,FFD1608P,Misc,15,15,(35.22902707027236; -111.55504943847656)
12/15/2021,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,30,20,(32.664273438006454; -109.87268954467774)
12/15/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,4,4,(34.972; -111.69051995849611)
12/15/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,10,10,(35.06756594953765; -111.50898805236818)
12/15/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,31,5,(35.285191153759094; -111.72244897460939)
12/16/2021,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,5,5,(35.285; -111.72244897460939)
12/16/2021,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,30,19,(32.66006440656445; -109.87480312538148)
12/16/2021,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.26392890122296; -111.24467487335207)
12/16/2021,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.29774037278472; -111.12197990417484)
12/16/2021,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,1,1,(33.764425041313984; -111.24017980957031)
12/16/2021,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,1,1,(33.868823018659256; -111.31365087890623)
12/17/2021,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.06761840405644; -110.98130340576174)
12/17/2021,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,30,0,(32.659721172083806; -109.87401992034913)
12/20/2021,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.3908952243192; -111.28261203765871)
12/29/2021,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,404,0,(35.18000000000003; -112.2039176940918)
1/3/2022,Department of Defense,Camp Navajo,Camp Navajo,XXA014FP,West Side TS Piles- Camp Navajo ,254,24,(35.185; -111.90300000000002)
1/3/2022,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,404,125,(35.18785679824803; -112.19790954589844)
1/4/2022,Department of Defense,Camp Navajo,Camp Navajo,XXA014FP,West Side TS Piles- Camp Navajo ,254,180,(35.185; -111.90300000000002)
1/4/2022,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.44632683406171; -110.77591299438475)
1/4/2022,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,5,0,(32.6305233537727; -109.82204943847657)
1/4/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,135,135,(34.496116760013415; -112.48629968261719)
1/4/2022,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,100,100,(36.74240804131384; -112.21907360839843)
1/4/2022,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,400,109,(35.18000000000003; -112.21164245605469)
1/4/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,1,1,(35.22906919977332; -111.58112874603273)
1/5/2022,Bureau of Land Management,Colorado River,Colorado River (CRD),CRD0017PP,North Hualapai Piles,2,2,(35.09991027159703; -113.88835626983642)
1/5/2022,Department of Defense,Camp Navajo,Camp Navajo,XXA014FP,West Side TS Piles- Camp Navajo ,254,25,(35.185; -111.90300000000002)
1/5/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,5,0,(35.35872331448124; -111.61713471984865)
1/5/2022,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,10,10,(32.430680156023186; -110.75411199951171)
1/5/2022,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0772P,Lakeside Piles,1,1,(34.15822810341683; -109.97645179933306)
1/5/2022,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,177,177,(35.18042091916115; -112.18434829711914)
1/5/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,30,15,(34.4568475883775; -112.37489144897461)
1/5/2022,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),256,256,(33.78750030897552; -109.05321160125735)
1/5/2022,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),5,5,(33.787; -109.07482)
1/5/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,100,100,(35.008182882179256; -111.66013589477541)
1/5/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,1,1,(35.15326136676116; -111.65932050323488)
1/6/2022,Bureau of Land Management,,Arizona Strip (ASD),ASD2001P,AZ-Strip District Fuel Breaks Pile Burn,30,30,(36.4008760638446; -113.18028311157227)
1/6/2022,Bureau of Land Management,Colorado River,Colorado River (CRD),CRD0017PP,North Hualapai Piles,2,2,(35.094116715213005; -113.90616613769534)
1/6/2022,Department of Defense,Camp Navajo,Camp Navajo,XXA014FP,West Side TS Piles- Camp Navajo ,50,0,(35.185; -111.90300000000002)
1/6/2022,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),250,250,(33.91; -109.06613)
1/6/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,15,0,(35.288133723947055; -111.61670556640627)
1/6/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,20,0,(35.28743312169809; -111.62546029663088)
1/6/2022,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,105,44,(35.187576211389846; -112.18760986328125)
1/6/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,0,(34.456493728064736; -112.37780969238281)
1/6/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.20579762975213; -112.3467389831543)
1/6/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,1,(34.614; -112.578)
1/6/2022,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,10,1,(32.4292312521772; -110.75291036987304)
1/6/2022,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,5,1,(32.628933099919884; -109.82179194641114)
1/6/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,5,5,(35.36145322078361; -111.62176957702638)
1/6/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,100,100,(35.055130702883055; -111.67416921234133)
1/6/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,20,0,(35.287293000521075; -111.72433724975588)
1/7/2022,Bureau of Land Management,Colorado River,Colorado River (CRD),CRD0017PP,North Hualapai Piles,1,1,(35.09439762441251; -113.90595156097412)
1/7/2022,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,15,1,(35.99444785494221; -112.12136659240723)
1/7/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,5,(34.61586181332178; -112.55256097412109)
1/10/2022,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),500,500,(33.79843160544796; -109.06406918334962)
1/10/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,15,0,(35.28841396314916; -111.72365060424806)
1/10/2022,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,20,5,(32.42941236643102; -110.75200914764403)
1/10/2022,U.S. Forest Service,,Pleasant Valley,TNF536P,Spring Piles,5,5,(34.139996921405086; -110.81576052856444)
1/10/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,124,124,(35.055; -111.674)
1/10/2022,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF629P,East Zone Piles (Springerville),1,1,(34.046994419788504; -109.45408383178712)
1/10/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,5,0,(34.616144360303494; -112.55444924926758)
1/11/2022,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,10,4,(36.0030583632809; -112.12402734375)
1/11/2022,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),500,500,(33.795007923725784; -109.06376877593993)
1/11/2022,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,4,1,(32.63045107011974; -109.81930285644532)
1/11/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,15,15,(35.287012757438625; -111.72365060424806)
1/11/2022,U.S. Forest Service,,Pleasant Valley,TNF536P,Spring Piles,150,15,(34.13957068405141; -110.8152455444336)
1/12/2022,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,5,3,(36.004273480288255; -112.12209615325928)
1/12/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,20,0,(35.2877834235805; -111.62303557968141)
1/12/2022,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.44437114782577; -110.76342462921141)
1/12/2022,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
1/12/2022,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
1/12/2022,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
1/12/2022,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
1/12/2022,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
1/12/2022,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
1/12/2022,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
1/12/2022,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
1/12/2022,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF629P,East Zone Piles (Springerville),20,5,(34.10898617434694; -109.57407513427735)
1/12/2022,U.S. Forest Service,,Pleasant Valley,TNF536P,Spring Piles,110,0,(34.132750593993826; -110.80614749145508)
1/13/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,20,15,(35.28848402279799; -111.62271371459963)
1/13/2022,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,500,470,(36.73690552644109; -112.19984753417968)
1/18/2022,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,1,1,(32.43198414958001; -110.75033544921874)
1/18/2022,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,300,218,(36.74791016171526; -112.22044689941406)
1/18/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,20,5,(35.289324733855985; -111.61936631774904)
1/19/2022,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,10,5,(36.04054477521029; -112.11784753417969)
1/19/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,10,(34.45776761817288; -112.37278859710693)
1/19/2022,U.S. Forest Service,Coconino,Mogollon ,COF738P,Misc Piles Mogollon Rim,1,1,(34.45212458319001; -111.3781358947754)
1/19/2022,U.S. Forest Service,Coronado,Santa Catalina,CNF0520P,Santa Catalina District Wide Piles,5,5,(32.429086360512684; -110.75333952331542)
1/20/2022,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,10,4,(36.02041540054787; -112.12007913208008)
1/20/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,10,(34.457767618172554; -112.37497727966309)
1/20/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,13,13,(35.287888513849616; -111.61700597381594)
1/20/2022,U.S. Forest Service,Coronado,Douglas,CNF115B,Cochise Stronghold,500,150,(31.873040643807304; -109.96075117094443)
1/21/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,10,(34.4596076473505; -112.37094323730469)
1/21/2022,U.S. Forest Service,Coronado,Douglas,CNF115B,Cochise Stronghold,500,250,(31.873040643807304; -109.96075117094443)
1/23/2022,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,50,50,(34.45720144719069; -112.49153535461426)
1/24/2022,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,40,0,(35.32879329136318; -111.73807015991213)
