Ignition Date,Agency,Office,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Burned,Location
5/25/2016,U.S. Forest Service,Kaibab,Williams,KNF0130B,Kendrick,1000,468,(35.431859641078894; -111.90505993652346)
5/27/2016,U.S. Forest Service,Kaibab,Tusayan,KNF0437B,Russell,167,167,(35.84396633690727; -111.8630709838867)
5/28/2016,U.S. Forest Service,Kaibab,Tusayan,KNF0437B,Russell,262,262,(35.85645417714126; -111.89607288360594)
6/3/2016,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0773B,Lakeside East Broadcast,600,13,(34.20557599770662; -109.70921937561036)
6/7/2016,U.S. Fish & Wildlife Service,Buenos Aires,Buenos Aires,AZBAR1602B,2016 Airport,764,,
6/8/2016,U.S. Fish & Wildlife Service,Buenos Aires,Buenos Aires,AZBAR1603B,2016 Headquarters Mormon,697,,
6/9/2016,National Park Service,,Grand Canyon Park,GCP0148B,Shoshone,994,,
7/5/2016,U.S. Forest Service,Prescott,Verde,PNF1501B,Orme Triangle,2300,,
7/6/2016,U.S. Forest Service,Prescott,Verde,PNF1501B,Orme Triangle,1000,,
7/26/2016,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF0135P,Alpine Burn Pit,5,,
7/26/2016,U.S. Forest Service,Coronado,Douglas,CNF0112P,Douglas Piles (Rustler Park),2,2,(31.905; -109.279)
7/28/2016,U.S. Forest Service,Coronado,Douglas,CNF0112P,Douglas Piles (Rustler Park),2,2,(31.905; -109.279)
7/30/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,,
8/1/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,5,,
8/2/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,10,(34.52408918702731; -112.39295880889892)
8/3/2016,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,5,5,(36.038; -112.11900000000003)
8/3/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,5,(34.52394775716241; -112.39274423217773)
8/3/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,3,(34.53960965510609; -112.40742127990722)
8/3/2016,U.S. Forest Service,Coronado,Santa Catalina,CNF0531P,Spencer Bigelow Piles,10,5,(32.419; -110.73829999999998)
8/4/2016,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,5,4,(34.25111658768673; -111.20027026367188)
8/4/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,5,(34.53907939072143; -112.41072576141357)
8/5/2016,U.S. Forest Service,,Payson,TNF0531B,Chamberlain,40,0,(34.290155378647306; -110.94509660339355)
8/5/2016,U.S. Forest Service,,Payson,TNF0531B,Chamberlain,40,40,(34.290155378647306; -110.94509660339355)
8/5/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,15,(34.52746223194984; -112.41832177734375)
8/5/2016,U.S. Forest Service,,Payson,TNF0531P,Chamberlain,40,40,(34.28653874317477; -110.92286645507812)
8/6/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,5,(34.528423900434305; -112.41598720514355)
8/6/2016,U.S. Forest Service,,Payson,TNF0407P,Christopher/Hunter,63,0,(34.28749996950476; -110.94529180908205)
8/8/2016,U.S. Forest Service,Coronado,Santa Catalina,CNF0531P,Spencer Bigelow Piles,10,5,(32.419; -110.73829999999998)
8/8/2016,U.S. Forest Service,,Payson,TNF0407P,Christopher/Hunter,63,63,(34.28756437478091; -110.94554547119134)
8/9/2016,U.S. Forest Service,,Payson,TNF0408P,Myrtle,172,123,(34.37679141706253; -111.17789524841305)
8/9/2016,U.S. Forest Service,Coronado,Santa Catalina,CNF0531P,Spencer Bigelow Piles,10,10,(32.419; -110.73829999999998)
8/12/2016,U.S. Forest Service,,Payson,TNF0408P,Myrtle,90,0,(34.37728729346712; -111.10749262619015)
8/12/2016,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,2,2,(33.761; -111.23399999999998)
8/16/2016,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,1,(31.46; -110.32999999999998)
8/18/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,6,(34.53108260463703; -112.41255395403038)
8/19/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,5,(34.536852243420576; -112.41118064729869)
8/20/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,3,(34.53699365136984; -112.41248529052734)
8/21/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,5,(34.53897333743917; -112.41214196777343)
8/22/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,7,(34.5395389533833; -112.41197030639648)
8/22/2016,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),1,1,(33.83940243911118; -109.1220234620223)
8/23/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,15,(34.527; -112.423)
8/24/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,5,2,(34.53918544386862; -112.41008203125)
8/25/2016,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),50,50,(33.573; -109.41719999999998)
8/26/2016,U.S. Forest Service,,Payson,TNF0408P,Myrtle,20,20,(34.375799655445256; -111.22046726989742)
8/30/2016,U.S. Forest Service,,Pleasant Valley,TNF534,Buzzard Roost,170,4,(33.918328310498296; -111.0580229949951)
8/31/2016,U.S. Forest Service,,Payson,TNF0408P,Myrtle,35,0,(34.34696259569746; -111.14845532226559)
9/1/2016,U.S. Forest Service,Coconino,Mogollon ,COF0703P,Bly Pit,2,2,(34.674; -111.118)
9/1/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,25,1,(36.70816977279659; -112.22290122222898)
9/10/2016,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6004B,Sawmill Boundary Rx,316,316,(36.135; -113.51499999999998)
9/12/2016,National Park Service,,Grand Canyon Parashant (Mohave County),LAP7002B,Ambush Rx,212,212,(36.075; -113.45499999999998)
9/13/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0350B,Dry Park 422E Rx,1000,0,(36.43843846076055; -112.21929031929744)
9/14/2016,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6006B,Twin 2 Rx,300,200,(36.071; -113.52600000000001)
9/14/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1130B,Ponderosa,25,22,(34.46699106883619; -112.48978841018675)
9/14/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0350B,Dry Park 422E Rx,1000,0,(36.43989264845536; -112.22028338623045)
9/14/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0354B,Moquitch 4 Rx,914,40,(36.647; -112.22800000000001)
9/15/2016,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6006B,Twin 2 Rx,500,200,(36.071; -113.52600000000001)
9/15/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0354B,Moquitch 4 Rx,875,874,(36.647; -112.22800000000001)
9/15/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0350B,Dry Park 422E Rx,1200,300,(36.43806420785366; -112.2201117248535)
9/16/2016,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6006B,Twin 2 Rx,500,280,(36.071; -113.52600000000001)
9/16/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,500,0,(36.745885699694185; -112.18119900512693)
9/16/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0350B,Dry Park 422E Rx,500,500,(36.442; -112.22199999999998)
9/17/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,500,500,(36.743444118041665; -112.19270031738278)
9/17/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0350B,Dry Park 422E Rx,325,319,(36.442; -112.22199999999998)
9/18/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,1325,814,(36.762699553484595; -112.18652050781247)
9/19/2016,Municipal Fire Departments,,Flagstaff Fire Department,FFD1605B,Airport ,33,33,(35.13692661133676; -111.67245559692384)
9/19/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,150,132,(36.767650169991384; -112.19270031738278)
9/20/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,4,(34.52519938240787; -112.43123069403134)
9/20/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,5,5,(34.46691073144879; -112.4878789379485)
9/20/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,350,0,(36.766; -112.20330000000001)
9/20/2016,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,85,85,(35.30605001659549; -111.97028808593751)
9/21/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,300,0,(36.766; -112.20330000000001)
9/21/2016,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,15,(34.51068764078379; -112.44973580932617)
9/22/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,100,100,(36.7080707460071; -112.22457569918782)
9/22/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,70,15,(36.36789562953655; -112.22736396547128)
9/23/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,100,39,(36.70663464447188; -112.22456677246095)
9/23/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,35,0,(36.37155543187746; -112.18233807373048)
9/26/2016,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,5,0,(36.03929551548026; -112.12454232788087)
9/26/2016,U.S. Forest Service,Prescott,Bradshaw,PNF338B,CrooksKendall,200,151,(34.466892639058464; -112.49569042759202)
9/27/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,368,368,(36.737625276798184; -112.18204188930986)
9/28/2016,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,1,2,(31.52425980589838; -110.38132675170897)
9/28/2016,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,5,5,(36.038809686899654; -112.12359819030763)
9/29/2016,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,10,10,(35.97; -112.14570000000003)
9/30/2016,National Park Service,,Grand Canyon Park,GCP0303P,South Rim Piles,10,8,(36.04446593395415; -112.12870511627199)
10/4/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1130B,Ponderosa,200,98,(34.472061105876214; -112.48511495434491)
10/5/2016,National Park Service,,Grand Canyon Parashant (Mohave County),LAP3001B,Yellow John East Rx,140,140,(36.147; -113.45299999999997)
10/5/2016,U.S. Forest Service,Prescott,Bradshaw,PNF338B,CrooksKendall,200,149,(34.462943951095795; -112.47831829414889)
10/6/2016,U.S. Forest Service,Prescott,Bradshaw,PNF338B,CrooksKendall,200,87,(34.45784858563923; -112.48662670898437)
10/6/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,1952,1952,(36.78799865846319; -112.20209705424213)
10/7/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0352B,Jacob Ryan North Rx,1000,0,(36.789992725258294; -112.20191680665311)
10/7/2016,U.S. Forest Service,Prescott,Bradshaw,PNF338B,CrooksKendall,460,460,(34.46012583043365; -112.48849927309203)
10/8/2016,Municipal Fire Departments,,Flagstaff Fire Department,FFD1604B,Observatory Mesa ,75,50,(35.2158526513686; -111.69520072937013)
10/10/2016,Municipal Fire Departments,,Flagstaff Fire Department,FFD1602B,Naval ,35,30,(35.184221281312986; -111.73974685668946)
10/10/2016,U.S. Forest Service,Kaibab,Williams,KNF0162B,McCraken,839,0,(35.17770417035817; -112.15838696289063)
10/11/2016,U.S. Forest Service,Prescott,Verde,PNF1701B,Mingus Maintenance,690,500,(34.63595483496248; -112.14931335449216)
10/11/2016,U.S. Forest Service,Coconino,Mogollon ,COF0732B,East Clear Creek,1000,325,(34.44641436673555; -111.11736541748047)
10/11/2016,U.S. Forest Service,Kaibab,Williams,KNF0162B,McCraken,844,0,(35.17770417035817; -112.15838696289063)
10/11/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0350B,Dry Park 422E Rx,107,0,(36.442; -112.22199999999998)
10/11/2016,U.S. Forest Service,Coconino,Flagstaff (COF),COF0248B,East Side Project Broadcast,375,0,(35.163; -111.63099999999997)
10/12/2016,Municipal Fire Departments,,Flagstaff Fire Department,FFD1606B,Rogers Lake,29,29,(35.128784102567984; -111.74781494140626)
10/12/2016,U.S. Forest Service,Prescott,Verde,PNF1701B,Mingus Maintenance,412,350,(34.661053410417274; -112.15485394077564)
10/12/2016,U.S. Forest Service,Prescott,Bradshaw,PNF338B,CrooksKendall,240,237,(34.440012370834424; -112.45675762415584)
10/12/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0350B,Dry Park 422E Rx,107,107,(36.442; -112.22199999999998)
10/12/2016,U.S. Forest Service,Coconino,Mogollon ,COF0732B,East Clear Creek,1000,975,(34.44273368643076; -111.13187080383301)
10/12/2016,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF0204B,Nagel,850,403,(34.47656896939313; -110.94708698662276)
10/12/2016,U.S. Forest Service,Coconino,Flagstaff (COF),COF0248B,East Side Project Broadcast,375,0,(35.163; -111.63099999999997)
10/13/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1702B,Maripai,200,163,(34.46807284772289; -112.44579007914291)
10/13/2016,U.S. Forest Service,Coconino,Mogollon ,COF0732B,East Clear Creek,1000,775,(34.4730944484613; -111.13418823242188)
10/13/2016,U.S. Forest Service,Kaibab,Williams,KNF0162B,McCraken,839,839,(35.16396776887532; -112.14787197875978)
10/13/2016,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF0204B,Nagel,410,410,(34.4748849791236; -110.94355075073241)
10/14/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1702B,Maripai,200,174,(34.46807284772289; -112.44579007914291)
10/14/2016,U.S. Forest Service,Kaibab,Williams,KNF0162B,McCraken,844,844,(35.157091091648525; -112.16151905822755)
10/15/2016,U.S. Forest Service,Kaibab,Williams,KNF0162B,McCraken,849,849,(35.1341412383017; -112.15748501586915)
10/16/2016,U.S. Forest Service,Kaibab,Williams,KNF167B,Green Base,2333,0,(35.28307218711959; -112.08907775878907)
10/17/2016,U.S. Forest Service,Kaibab,Williams,KNF167B,Green Base,1844,1844,(35.27052758279763; -112.0124390258789)
10/18/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1702B,Maripai,150,142,(34.46807284772289; -112.44579007914291)
10/18/2016,U.S. Forest Service,Coconino,Flagstaff (COF),COF0527B,Kachina,300,300,(35.11464603584905; -111.70759849044492)
10/18/2016,U.S. Forest Service,Coconino,Mogollon ,COF0732B,East Clear Creek,700,600,(34.450094884867475; -111.15015274047852)
10/18/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0349B,Tipover,500,50,(36.36949707342483; -112.1420360119995)
10/18/2016,U.S. Forest Service,Kaibab,Williams,KNF167B,Green Base,2500,2333,(35.27683410121733; -112.07458044433593)
10/18/2016,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
10/18/2016,U.S. Forest Service,Coconino,Flagstaff (COF),COF0214B,Pete,2000,2000,(35.42; -111.67560000000003)
10/25/2016,U.S. Forest Service,,Payson,TNF0531B,Chamberlain,297,0,(34.22429691089967; -110.82788281215727)
10/25/2016,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF141B,Nutrioso 2,200,0,(33.89595529787881; -109.24739532470704)
10/25/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,35,28,(36.369008028930246; -112.21263803029154)
10/26/2016,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,2,2,(34.08861597344002; -110.9568176453933)
10/26/2016,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0773B,Lakeside East Broadcast,600,550,(34.20224341595251; -109.70657374480367)
10/26/2016,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,423,423,(34.208856762488004; -110.81856367810815)
10/27/2016,National Park Service,Canyon De Chelly,Canyon De Chelly,CAPFY16P,CACH Farmstead Piles Rx,40,10,(36.154; -109.517)
10/27/2016,U.S. Forest Service,,Payson,TNF0531B,Chamberlain,400,23,(34.22689998784841; -110.82558935581147)
10/27/2016,U.S. Forest Service,Coconino,Mogollon ,COF0723B,Blue Ridge Urban Interface,1000,500,(34.629038129058664; -111.16343060302733)
10/28/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1702B,Maripai,259,259,(34.48199564090937; -112.49301805533844)
10/28/2016,U.S. Forest Service,,Pleasant Valley,TNF0533B,Parallel,423,423,(34.20964180035159; -110.8208501355648)
10/31/2016,U.S. Forest Service,,Payson,TNF0408B,Myrtle,300,250,(34.342781461363785; -111.20055455017086)
10/31/2016,U.S. Forest Service,,Payson,TNF0531B,Chamberlain,500,500,(34.21814797197782; -110.80843009127676)
11/1/2016,U.S. Forest Service,,Payson,TNF0408B,Myrtle,300,300,(34.34186016644728; -111.23222607421871)
11/1/2016,U.S. Forest Service,,Payson,TNF0531B,Chamberlain,800,800,(34.21843186594216; -110.79103051757812)
11/1/2016,U.S. Forest Service,Coconino,Mogollon ,COF0723B,Blue Ridge Urban Interface,1000,180,(34.64875038298739; -111.13429443359376)
11/1/2016,U.S. Forest Service,Prescott,Verde,PNF1401B,Chino 3 - Little Coyote; Narrow Gauge; Woodchute,800,800,(34.764396511716015; -112.21277057647705)
11/1/2016,U.S. Forest Service,Coconino,Red Rock,COF0608B,Upper Beaver Creek (UBC) Red Rock,870,350,(34.73879380564451; -111.52017717981994)
11/1/2016,U.S. Forest Service,Coconino,Flagstaff (COF),COF0801B,Horseshoe,3000,2457,(35.419; -111.76600000000002)
11/2/2016,U.S. Forest Service,,Payson,TNF0408B,Myrtle,300,300,(34.343490142873634; -111.20072621154781)
11/2/2016,U.S. Forest Service,Prescott,Verde,PNF1004B,Crater/Pinto/Onion,733,450,(34.559; -112.02499999999998)
11/2/2016,U.S. Forest Service,,Payson,TNF0531B,Chamberlain,800,651,(34.282; -110.91589999999996)
11/2/2016,U.S. Forest Service,Prescott,Verde,PNF1401B,Chino 3 - Little Coyote; Narrow Gauge; Woodchute,800,712,(34.76489008183206; -112.21388637542725)
11/3/2016,U.S. Forest Service,,Payson,TNF0408B,Myrtle,300,225,(34.342994066445584; -111.2037302856445)
11/7/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1104B,West Zone Crush,450,206,(34.518338378041726; -112.3922167717293)
11/7/2016,U.S. Forest Service,,Payson,TNF0405B,Payson,100,100,(34.28856562665368; -111.19273608398436)
11/7/2016,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF0214P,BMRD RCRX Piles,1,1,(34.39098768642467; -110.56038545799254)
11/7/2016,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,100,0,(36.367495150809304; -112.23476941359416)
11/8/2016,U.S. Forest Service,,Payson,TNF0405B,Payson,150,94,(34.28686366773959; -111.18243640136717)
11/8/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1104B,West Zone Crush,450,369,(34.50871993625878; -112.38850891113282)
11/9/2016,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF0215P,Scattered Piles,1,1,(34.46557653996094; -110.50230728149415)
11/9/2016,U.S. Forest Service,Prescott,Bradshaw,PNF1104B,West Zone Crush,350,297,(34.509; -112.38499999999999)
11/14/2016,U.S. Forest Service,,Payson,TNF0405B,Payson,200,5,(34.239; -111.27300000000002)
11/14/2016,U.S. Forest Service,Coronado,Santa Catalina,CNF521,Bigelow RX,200,160,(32.41252533066772; -110.71991860580442)
11/15/2016,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1601NEP,US 180 MP 373 - 392,10,2,(34.285476561980964; -109.36858825683595)
11/16/2016,National Park Service,,Grand Canyon Park,GCP0246B,High Severity Edge Rx,150,0,(36.22644141503558; -111.98487930297852)
11/16/2016,U.S. Forest Service,Coconino,Mogollon ,COF0723B,Blue Ridge Urban Interface,400,200,(34.6312981191076; -111.15347424316405)
11/17/2016,National Park Service,,Grand Canyon Park,GCP0301P,North Rim Piles Rx,16,16,(36.217600792872574; -112.06306524866352)
11/17/2016,National Park Service,,Grand Canyon Park,GCP0246B,High Severity Edge Rx,150,0,(36.2165704763469; -111.96368138365449)
11/18/2016,National Park Service,,Grand Canyon Park,GCP0301P,North Rim Piles Rx,16,0,(36.21796085295226; -112.06518776657151)
11/21/2016,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF629P,East Zone Piles (Springerville),500,350,(33.924; -109.42200000000003)
11/22/2016,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1601NEP,US 180 MP 373 - 392,20,2,(34.285476561980964; -109.36858825683595)
11/28/2016,U.S. Forest Service,,Payson,TNF0408P,Myrtle,100,0,(34.33020423188187; -111.18503292092305)
11/28/2016,U.S. Forest Service,,Payson,TNF0531P,Chamberlain,136,0,(34.24842699044528; -110.85877836056426)
11/29/2016,Arizona Department of Forestry and Fire Management,Flagstaff,Flagstaff (AZS),AZS1601P,Y-RX,20,20,(34.30930124292933; -109.44892578125001)
11/29/2016,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,20,20,(35.228; -111.58100000000002)
11/29/2016,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,20,20,(35.244544726441205; -111.66150918579103)
11/29/2016,U.S. Forest Service,,Payson,TNF0408P,Myrtle,172,1,(34.330235397212746; -111.18539336371418)
11/29/2016,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,50,25,(34.566; -112.106)
11/29/2016,U.S. Forest Service,Coronado,Safford,CNF0410P,Safford Misc. Piles,20,0,(32.677206388508544; -109.89294558715824)
11/30/2016,Bureau of Land Management,Colorado River,Colorado River (CRD),CRD0001P,Pine Lake Piles,10,10,(35.082546722396096; -113.90493121337892)
11/30/2016,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,1,0,(31.49550204822156; -110.31661041259764)
11/30/2016,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF629P,East Zone Piles (Springerville),250,25,(33.925911723843015; -109.42335644531249)
